Ticker,Gross Margin (TTM),Operating Margin (TTM),Pretax Margin (TTM),Net Margin (TTM)
PAYX,68.06468898,35.97106532,35.46202932,26.98134347
ASRV,,13.1821327,11.68601522,9.26885523
TSBK,,43.37550027,43.71554113,35.06199099
MATW,31.36659112,7.26864362,-3.75480271,-3.37366161
DEI,32.43348049,11.34672564,44.24046982,38.26200796
WH,28.88455918,22.5523624,10.03409644,7.59863614
BK,,26.42994242,26.80902111,21.22360845
WOR,14.57109665,4.28986036,4.19294139,2.96364741
LCII,22.73692147,8.32015592,8.07149285,6.17795117
ALRS,,18.74560228,18.74560228,14.23655624
BMTC,,27.20267361,27.20267361,21.53070724
PKBK,,48.06006309,48.06006309,35.78958731
CLDB,,24.92715996,24.92715996,21.00677917
HBB,23.03661877,4.6728108,3.62892464,2.54761305
MDU,12.6913824,9.01668296,7.46574281,6.28024891
ETN,32.94997662,14.29172511,12.11313698,10.33660589
CAT,30.68843072,15.79319192,14.52341557,11.32759486
RBCAA,,30.41533841,32.59613142,26.40651502
ADC,57.82894286,34.06752616,39.79276184,39.01109121
BFZ,83.12638462,129.8042632,129.8042632,129.8042632
HIG,,13.509824,12.4811077,10.16527717
SYBT,,38.29819544,38.29819544,33.44233251
NTRS,,28.08419045,28.08419045,21.31197273
TILE,39.12454608,10.71086328,7.58107234,5.89711763
NTIC,31.93124369,-10.45791795,11.3420772,8.74992549
FTS,28.04461644,28.04461644,24.36831323,19.59936262
KO,61.108227,28.24120878,29.21664526,24.21650865
RL,57.36145445,11.60622086,10.1527052,10.40304159
PLAY,17.74747875,12.88626964,9.92886673,7.81868669
HMC,20.46723843,4.40188819,5.7930501,3.05728194
BRBS,,12.33305154,12.33305154,9.52183543
GILD,79.05653615,18.63632291,23.11620823,24.12866231
AROW,,34.21924028,34.03487716,27.0941481
MCBS,,49.44257196,49.44257196,36.3240093
JPM,,29.8484384,29.68914542,24.14654954
OXM,60.10812351,7.28613543,8.23217164,6.10025027
BANF,,35.78117944,35.78117944,28.4623306
HCSG,12.38068903,4.23076547,4.62282796,3.50835353
RRR,36.86342399,13.60971574,-0.45628036,-0.18049764
FMNB,,33.13627592,32.98541979,27.38383312
TBNK,,35.59124963,33.92987714,26.18879233
FFNW,,20.2804222,20.2804222,16.23719829
LXFR,24.35174746,10.64261556,2.0518602,0.69898534
SIMO,50.70139608,14.9773844,15.76032039,14.07991121
SXT,32.22178884,12.78295062,7.63477241,6.20189669
GVA,5.53296147,-3.43565475,-3.75057231,-3.10864199
UL,,14.82090859,15.61449244,10.82760732
OPOF,,16.45802651,16.45802651,14.46980854
CVBF,,57.29077989,56.96376186,40.57645979
PKG,23.60610542,15.50335281,13.16715248,9.92490272
JRVR,,6.57391188,5.78698383,4.27761724
HNP,21.75487869,9.46879124,3.31903347,2.87620624
UVE,,6.81579474,6.94202935,5.08370284
UCBI,,37.54385,36.48808732,28.17802601
SFNC,,34.28726696,30.60575578,24.10221484
JW.A,64.74566366,11.62644849,9.87227043,7.95429765
CCNE,,31.96945859,26.75728604,21.96648807
QCOM,66.01517872,34.54382243,32.10788314,17.31271422
NGVC,23.18569187,1.8200915,1.243837,0.99627562
SALT,21.44587284,7.10332021,-25.46268469,20.03068118
CNS,85.33861867,42.97458735,44.33185126,31.82100757
JW.B,64.74566366,11.62644849,9.87227043,7.95429765
HBCP,,28.97541651,28.97541651,23.95067868
RCI,24.70642871,24.70642871,18.4435746,13.55403702
EWBC,,41.29796741,40.89301887,32.6611811
KRNY,,22.41252675,22.32557955,16.77406035
GSH,12.98242387,5.21584233,4.76992712,3.38262506
OPBK,,31.42169841,31.42169841,23.30685797
CONE,18.34675364,12.13943533,3.84262562,4.13821221
PB,,48.73655093,43.70934259,34.67402649
PROV,,15.88852029,15.88852029,11.45922923
TROW,83.47425194,45.49742786,52.10665907,36.95330996
CSCO,64.52013345,27.8803631,28.20040344,21.44076344
SBLK,16.30724465,9.74183219,-1.96575213,-1.9724483
VALE,42.26517003,19.71466455,-5.68486739,-4.54836747
SRCE,,31.40041448,31.40041448,23.89697139
RGA,,9.62275674,7.90657931,6.07784606
AMTD,91.42807865,44.36012418,45.58468437,34.2186961
PUK,,-16.20289043,4.38992773,4.66125849
GSBC,,33.61601744,33.61601744,27.47622318
MLHR,39.07077336,9.22887613,9.39294504,7.84920576
RVSB,,35.29076397,35.29076397,27.01919422
SQM,28.19109388,22.14194295,19.65394069,14.31735866
CHCO,,43.18013511,42.87900313,33.46645609
COFS,,20.33763798,20.36168627,17.24743285
MPB,,19.9457146,19.84844555,16.39771001
PLOW,27.61207605,15.06987809,10.95258085,8.49189274
AMP,45.88471664,14.78453651,15.46348898,13.11486767
BBY,22.86080939,4.71378157,4.5671204,3.53132591
WAFD,,34.55554597,38.20766796,30.54052611
THO,12.14878033,4.36437199,2.83685961,2.2768211
HMN,,19.69420382,16.54251804,12.91010343
VAC,22.27324914,9.91963261,5.16647532,3.16877153
APOG,19.89576069,4.33726623,3.47180354,2.71174013
EVRG,30.13520339,23.03508295,15.01223824,13.01332608
QTS,29.36221545,7.28872814,6.06949543,4.39607145
PFIS,,26.62740436,26.62740436,23.71959705
NBHC,,28.89793466,28.89793466,24.11445738
RRC,-36.65475556,-43.38987456,-85.22276997,-66.01920695
PCTI,45.56921515,3.6593979,4.18358789,4.13834201
ENR,39.62547943,16.06377378,1.57178311,1.49281793
PKE,31.94233315,17.9620458,21.89149872,14.97245787
KMB,34.96476965,17.86449864,14.36314363,11.69105691
TFII,12.67793477,8.68368044,8.22533668,6.26538948
BMY,65.50009562,24.11168483,19.02849493,13.15356665
WEN,27.73829405,16.02350378,10.03398475,8.01286365
CR,35.3781487,14.07511194,5.19935427,4.06018702
FMBH,,31.90035532,30.87833353,23.39961345
CVS,17.72422066,4.84779324,3.50410506,2.58182866
CVCY,,37.37960998,37.61065836,26.92592639
AEP,25.47117588,17.52491053,11.81029378,12.36579212
NI,56.76246424,25.05711379,9.72566185,7.35471981
VST,22.26182197,14.39499305,10.57023644,8.06675939
VRTS,78.79747948,3.75618534,24.72113276,16.80741818
SR,25.81755594,17.97319147,11.39101862,9.59682887
CRH,32.72049333,9.90870813,8.14984561,6.42515175
SJM,35.68735137,16.36425747,10.90775315,8.16176374
SMMF,,30.43963149,31.98803944,25.75157588
SRE,29.96299722,25.3746531,16.04070305,17.20629047
PFBC,,47.82050677,47.82050677,33.43005662
NATI,74.74651623,11.77661524,13.45838185,12.08731083
SBFG,,23.44883933,23.44082921,19.15381042
BKH,26.55288489,23.44371434,14.00092224,11.48827022
CCI,39.02856166,16.84624594,16.36736788,16.00820934
PSB,45.92556256,42.57357608,47.42068151,40.46562342
AIMC,35.78321793,12.98729622,8.08025735,6.93528161
BJRI,9.78793749,4.40328899,3.98587972,3.89495889
SYY,18.99184967,4.31884146,3.5918503,2.99869422
INGR,22.59385666,12.20136519,9.93174061,7.04778157
TLK,38.96119472,30.99482216,29.71030188,15.12378335
OTTR,16.38548216,14.6687939,11.3417792,9.44499365
ABM,10.64503729,3.60421312,2.75082648,2.18959022
DRD,21.24432986,17.61498635,17.53951803,12.57555582
BY,,24.97151276,24.81037931,18.29667173
FLS,33.27391409,10.72570567,8.66572873,6.43038392
TXN,61.71174303,39.53973441,39.82479316,34.65201975
DLR,26.52804387,7.73455233,19.17772631,18.19078326
DD,26.63999776,12.6136459,1.31759308,-0.2014155
GBCI,,40.35087719,39.06919115,31.73601156
ACNB,,34.35088399,33.47430096,27.03956593
AMRB,,27.01586373,27.01586373,20.10380876
BELFA,22.50107633,1.66283519,-1.48310764,-1.77595185
TRV,,11.0368846,9.93509577,8.24125376
MRK,70.24706463,28.62386503,24.60986971,21.12821173
ARGO,,3.06920466,0.00983719,-0.41316217
NXST,42.17983999,19.9649988,12.28302741,7.57599387
SWX,13.91508172,11.91733626,8.73965557,6.85710549
PSTL,40.13883226,-11.19816656,-12.85579429,-13.24988011
GD,17.93900889,11.81194409,10.67852605,8.85387548
LKFN,,41.37090855,41.26906655,33.45298166
PBR,36.84155647,23.66137585,15.25422885,9.76925496
NWFL,,31.11797566,31.11982539,26.2938848
CE,25.09131332,16.35699539,15.69001112,13.62553597
LM,83.49148331,12.42127717,13.1688382,7.83048531
DSWL,17.30096836,2.55399358,4.40294105,3.97847451
AMAL,,29.10902718,29.91023155,21.99979492
FPI,67.9394166,12.62154076,27.76925954,2.47569185
CMC,16.08554394,8.02267681,6.92632012,5.2903134
KRC,37.26830548,21.37490631,25.89336307,23.2580578
VVV,34.3442623,16.68032787,11.8852459,9.3442623
AMSWA,54.42008109,4.86555698,7.96877223,7.17651871
BBSI,21.6878504,5.3578914,6.48809151,5.12484732
BCH,,26.62775513,27.35887901,21.45784381
FBNC,,37.52650131,37.46463807,29.58029656
FCCO,,25.96387857,25.3051291,20.07539022
TKR,28.39204087,12.18876042,12.70233934,9.7364883
WSBF,,22.57098802,22.57098802,17.03380382
UN,,14.82090859,15.61449244,10.82760732
TXRH,13.81155614,8.39137598,7.76133342,6.32952405
CBAN,,19.94378702,16.5591878,13.40968492
AMC,24.79619814,4.30999817,-3.13653811,-2.72527874
HE,11.75377035,8.74653561,9.44162338,7.64530451
UGP,6.47954076,2.10903356,0.92304443,0.4418716
NBTB,,30.38410187,30.38410187,23.65738324
UBOH,,23.22053455,23.22053455,20.16569883
AZN,75.71956436,11.28898589,6.52606861,5.24105998
FR,44.63415997,24.70363093,57.57126361,55.46897554
RBNC,,15.65458754,13.89592864,17.76870838
AMGN,81.27337604,41.1547225,39.28463953,33.71308198
BWFG,,26.01369739,26.01369739,20.466709
HUBB,29.97146405,13.72993225,11.33814015,8.70019823
BUD,61.08946096,29.70952388,24.13343874,16.72343267
WMK,24.02735417,2.3886779,2.50170815,1.91863571
LEA,9.08544925,6.12291247,4.81273437,3.98453626
BLK,79.38310597,38.80115584,38.88851556,30.07862375
BHE,8.41873907,2.17482072,1.2022865,1.03280506
CPB,33.22895339,14.80187884,7.40696134,5.61242924
NMR,60.50434357,14.34450421,14.34450421,12.2075079
POR,34.83091787,14.34782609,11.64251208,10.33816425
TEX,20.58532999,7.88633388,5.68560336,4.81725667
LEVI,53.73438272,9.87151971,8.28418481,6.84495029
RBB,,34.83026498,34.62869877,24.54287664
CTRN,35.63641014,2.43258625,2.55369761,2.11056048
WD,75.84970817,26.30529541,26.30529541,19.15339227
BOTJ,,18.74814114,18.74814114,15.15479248
LPX,13.11049532,3.29494285,-0.96986491,-0.22514721
PEP,55.31401685,15.85420327,13.86498318,10.89008666
RE,,13.08665302,13.74983319,12.49198017
LNT,24.35781451,21.32028401,17.43838583,15.55500726
PNM,38.73647579,20.26066928,4.58668701,5.34415933
BAC,,28.28673645,28.933351,24.23037852
WTFC,,26.83513085,26.83708731,19.88304845
CRI,42.86522891,10.50312478,9.3187084,7.42568237
CRD.B,27.06850816,6.46069641,2.25624196,1.19174095
RDN,,63.0062663,56.51205268,44.75132495
ESSA,,20.65896685,20.65896685,17.17163726
PATK,16.55752772,6.60832611,5.04158605,3.83238586
TG,15.36625399,3.72599392,5.98246736,4.96308973
FNHC,,2.95877522,0.17307464,0.24541158
KBAL,33.80070575,7.55066499,7.27123298,5.41200566
CCU,50.12065363,12.30333234,11.06861592,7.12317567
CNO,,11.52673728,7.08344097,10.57607853
CCOI,45.06188663,18.16226014,9.64406035,6.86959865
AFL,,21.02027178,19.79950991,14.71597238
LCUT,34.73755684,2.92909803,-5.95630438,-6.04366296
RHI,40.57818081,10.21311951,10.29748954,7.48107807
AVT,12.34202095,2.37058353,0.58585413,0.57577569
THFF,,32.52013883,32.52013883,26.05492262
PKX,13.90045805,5.82086832,4.77045565,2.82713671
ULH,9.38480698,4.83327679,3.31925262,2.48585149
VFC,53.21137357,12.94026161,11.39713606,10.80289587
CHRW,8.4116485,5.16003519,4.84834,3.76869067
FAST,47.16050772,19.79863884,19.5680297,14.82835555
GATX,38.41297173,22.63595925,13.13674846,15.15281963
PIPR,89.75326642,15.536033,13.8643333,9.82732034
ALOT,40.05365466,1.82320939,1.0266325,1.31813617
CHMG,,21.86186945,21.86186945,17.9195463
IDCC,51.41789266,14.68845242,8.13422634,6.56206494
GRA,40.53419131,21.97027731,9.37132935,6.45013023
WAL,,46.81678952,47.46805163,39.21493456
HD,32.28215015,14.37332729,13.34996598,10.19913813
GRMN,59.45370665,25.1652892,26.27333829,25.34889508
DRE,33.87552772,16.58531526,45.27660335,43.85489633
CHT,42.86798669,19.61718039,19.9254554,15.80488502
RBS,,23.42505867,23.18003569,19.42804205
ODC,25.83239442,5.85457512,7.31504014,6.00786214
NWN,29.16432377,20.33322623,10.43631349,8.74380807
MGRC,45.08356277,24.79210143,22.64437157,16.97665854
SBS,43.04546785,35.12168387,29.67590315,21.02623587
CAG,27.9600828,15.5282098,9.0525836,7.62262861
BELFB,22.50107633,1.66283519,-1.48310764,-1.77595185
CINF,,34.70282114,33.8537387,27.3486716
GHM,20.22092296,1.60920549,-3.89851146,-3.57272139
CSFL,,39.25993342,34.60526764,26.49320291
IDA,24.08283324,21.20137639,19.1661519,17.30925764
KFRC,28.86980504,5.53627132,5.29884881,4.04976447
WVFC,,29.98640978,30.82580542,23.04740587
CHU,26.09181213,3.85469951,4.89692912,3.91492121
OTTW,,17.76684218,17.76684218,12.92620071
GS,,19.46419502,19.19574839,15.35587318
INVH,28.80206635,3.65280206,2.83933475,2.72509032
CZWI,,14.77537438,17.02301719,13.12118691
HY,17.14563461,2.3239565,1.45513093,1.08755088
ADT,33.25019794,6.60203529,-10.17941325,-8.27563023
JNJ,66.95407548,25.99344805,21.10262687,18.41243165
RCKY,36.12504068,8.16728795,8.22165025,6.45801899
MCD,52.73788342,42.15405784,38.04284393,28.58823809
PLD,38.18552156,22.5782219,53.33428811,47.22719877
XEL,23.12429526,18.18024113,13.01066875,11.90042502
JHX,39.02655655,18.67336546,13.32724626,9.20595563
SYX,34.39645158,6.89618756,6.98067378,5.28038864
DNKN,49.01187905,31.59301342,23.29993497,17.66305875
JBGS,28.98239356,-1.20452132,11.25878893,9.75008462
BMRC,,41.90429233,41.90429233,31.26432374
PXD,23.23681489,19.88624612,10.21716649,7.76628749
CRAI,26.51394643,5.77419855,5.93681459,4.58493032
OI,17.45367603,9.89240885,-3.91512253,-5.94739988
UTL,21.8621634,16.68188042,13.23596531,10.08671839
TCBK,,38.89062548,38.865496,28.21611351
HCKT,32.79900309,12.32582344,10.98409754,8.24258688
WEC,23.18193298,20.49952812,16.74442716,15.08952427
NX,16.83258172,5.93344001,-3.45601647,-4.81978
CASS,90.08470721,23.03077245,23.03077245,18.68968146
FNCB,,25.20865936,24.96646546,20.6330576
MTG,,74.19074259,69.84538036,55.49594918
WHD,37.3358964,29.14479945,29.96798289,13.62350298
ARE,37.3531507,29.57476984,26.35895944,23.19559987
TMP,,30.51382038,30.54856807,23.88146582
TIPT,31.97423273,3.01597745,3.85754398,2.36239653
EGP,40.60431897,24.70321739,37.15317627,36.64771957
PUB,,43.08053341,43.08053341,33.02093422
GROW,,-117.34197731,-104.53808752,-94.03025392
ES,30.54839811,21.46415809,13.9573704,10.66153989
GNTY,,26.82077926,26.82077926,21.98656326
ALGT,24.05592939,19.76958811,16.36360081,12.42202455
PTVCA,,1.89008642,1.78764663,1.51433642
CMCL,43.23302725,34.44061073,84.58994052,58.64914386
CFFN,,33.51963776,33.51963776,26.40278942
GWRS,51.31797807,19.62448197,9.54582617,6.26991063
TGLS,30.80489752,13.64895849,8.49384561,5.69373793
CMS,22.96566837,18.10080351,12.11102995,9.93425858
PTVCB,,1.89008642,1.78764663,1.51433642
FXNC,,28.48802142,28.45424498,23.05483848
CIVB,,32.8320802,32.8320802,28.11498946
SSB,,33.4924188,31.54670226,25.53075264
ITW,40.84626834,24.11226876,23.30427387,17.8680275
UMC,,,,6.56068701
OVBC,,17.97104436,20.12811926,17.01444347
INDB,,44.21631806,39.43687439,29.86587253
WNEB,,18.76691106,18.76691106,14.5642402
TM,17.98981595,8.5106088,10.06261776,8.08920649
SNY,74.30308994,19.67915794,7.79338816,8.03104591
TSU,51.36416247,17.65872024,25.99364787,20.70218699
AMX,36.76995309,15.05704264,10.93411976,5.69700567
CBU,,35.36207241,33.96541122,27.36161161
UTX,26.28247532,11.60486141,10.69172601,7.18186181
CCBG,,24.5551044,24.5551044,18.55910455
AMOV,36.76995309,15.05704264,10.93411976,5.69700567
GABC,,32.15539888,32.15539888,26.73124317
TRWH,58.6998665,23.90001853,14.35891951,10.52949232
SUI,32.06099204,15.24690343,14.09525677,13.13742266
FRD,1.04486586,-2.00080908,-2.89012144,-2.24419684
HSII,29.40172047,9.4121668,9.54901642,6.45921936
EGBN,,43.23414072,43.23414072,31.40396551
PG,50.41382878,22.84392333,10.18478604,6.91726298
WABC,,51.32223786,51.05390849,39.00674463
EIG,,24.24242424,24.16760195,19.59097144
OGS,40.2653791,17.86486601,13.8922268,11.2994258
UHT,33.37091611,19.72059148,24.57654575,24.57654575
ARTNA,36.2306358,30.03409295,24.05287398,17.85393863
THG,,11.73373449,10.90844511,8.98834148
COF,,21.17838638,20.35233161,16.26054774
NHC,6.78002334,5.23623948,8.83345059,6.84586148
MVBF,,27.70169389,26.53681458,20.13263102
CL,59.09004015,23.94698273,21.03485631,15.0831581
AGO,,61.19565217,50,43.69565217
TGT,26.74493036,5.98883654,5.36409259,4.18501639
ITUB,,16.45463672,14.66440632,13.19609345
CB,,15.357654,15.33136665,13.00931741
TSN,11.99972126,6.92434554,5.67466493,4.71069197
SAH,13.65795058,2.47513402,1.90969437,1.3825833
SFBC,,22.39966815,21.5933838,17.3156694
WWW,36.95738224,7.52078111,6.41685359,5.53723007
LMT,13.98883167,13.98883167,12.1062663,10.41597004
HMST,,13.83317713,13.83317713,11.56456789
RS,28.34113981,9.2465691,8.46835189,6.3924985
BWA,20.69202792,12.09082866,12.43487663,7.33313673
HES,15.77253219,9.6873084,3.38749234,-6.253832
UNTY,,33.96481086,36.21041818,28.25284583
UNP,44.28782016,39.40482771,35.68730422,27.26644555
BOCH,,35.54206472,32.10190283,23.46933973
RELX,61.27502984,26.65438588,22.96685591,19.12598002
AEE,29.57698816,21.43824027,17.19120135,14.01015228
MATX,14.75647951,4.91580046,4.89310517,3.75380146
NEN,43.75744835,8.38298157,10.82596378,10.82596378
EBSB,,31.77663412,31.77663412,23.97715235
FCCY,,29.84179021,27.33180148,19.95404452
TPL,93.9420505,81.91157522,82.45836867,65.42927975
TEL,32.48172432,16.36144397,14.62054413,11.95267164
PH,25.11989252,13.6661416,12.1850062,9.63483358
BANC,,8.43026296,6.80383941,5.59447872
BFST,,25.56451613,26.45515775,21.06699752
MFSF,,23.68253968,23.68253968,21.54285714
AGX,-3.43685124,-18.02781182,-15.79753119,-14.57781627
DEO,57.92911751,31.34294215,28.54879747,23.12957211
SVT,23.61612043,7.02524698,6.79982751,5.7766191
LECO,33.51294026,12.3743587,12.27370244,9.76282493
IPAR,62.49851089,14.67765829,14.73666212,8.44413487
ADI,58.93355191,27.87869845,22.80337859,21.02500917
INFY,32.36347618,21.66562598,24.46653553,18.34969251
ASX,14.84699871,5.8058826,5.59425481,4.08198047
NLOK,75.12288367,16.52102676,17.06717641,12.12452212
FFWM,,27.62534409,27.21860064,19.25491995
APD,33.87152642,24.51143614,26.92827693,21.09679654
ADP,46.79249964,21.64175505,21.99940736,16.97435791
UIHC,,-2.86672789,-4.07394219,-3.73234377
CIX,31.3605705,14.21821928,16.85098437,12.87648299
OPB,,25.47550203,25.73644171,18.41326592
PEBK,,25.54648055,25.54648055,20.88951589
HON,34.26142865,19.95858988,20.59336348,16.73568354
IFF,37.23100634,14.91983399,10.8451535,8.80870818
MLR,11.79320578,6.48939213,6.15828573,4.78032575
ABCB,,34.2006975,25.41833502,19.3944789
HLI,,19.29625317,19.78815482,14.81696956
NC,20.22412937,-17.9225477,30.78161572,28.10979502
CMTL,34.24236933,7.51464844,4.34878695,3.48144579
KELYB,18.0745388,1.69542161,2.17342595,2.07819852
EBTC,,29.09626091,29.09626091,22.32099152
RGCO,23.29800913,20.14141373,20.21359608,15.42330561
WLK,14.17836906,8.53658537,7.02143385,5.14905149
PKOH,16.08478033,5.13501823,3.39244887,2.38521906
AIT,27.32618751,7.57060873,5.44892733,3.85105112
HFBL,,22.24543749,22.24543749,17.84495992
BBX,65.06700457,0.45018107,5.25401613,1.90621192
CNOB,,37.50299622,33.63850042,26.14312444
AOS,39.50947305,15.59795502,15.77505263,12.36341765
SWK,33.59391228,13.50348285,7.8242927,6.61810527
HTLF,,28.91369537,28.41566234,23.01554598
CBD,19.01816452,3.90976626,1.34502545,0.85821494
ROK,42.20622077,19.13295227,16.55110979,13.736174
BC,26.21838656,11.10854717,-0.7384161,-1.8944988
PLBC,,43.5836721,44.80113994,32.50492435
PE,38.08467777,28.4663577,13.878551,8.94480027
AAL,24.96067121,8.0973606,4.92702325,3.68379654
PZN,,31.32613583,33.50695352,5.53014064
CLGX,39.40371176,12.11234597,4.28348092,3.79347817
COLD,17.88706689,4.68250663,2.40394425,2.69221632
EFSC,,37.82139934,32.74985182,26.17453642
ALB,35.06905141,19.13461396,15.68356175,14.85551872
UMBF,,22.17363929,22.17363929,18.88867005
ELS,26.28149059,22.74864944,28.50644647,26.88972419
HWKN,18.29445525,7.34085749,6.92760837,5.06160832
PRMW,51.39109133,4.90620943,0.38920249,-0.00731693
VALU,42.19943049,22.05730414,53.32006149,38.16747726
MWA,33.75177161,14.35513262,12.3911723,9.62745495
DGX,34.01501424,15.79083614,13.92699974,10.80766244
OPY,95.35640326,7.249221,7.249221,5.12425245
NVS,69.63058512,19.94734407,17.43104887,15.02849864
LZB,41.51724777,7.63242729,5.89932823,4.27776276
NSC,35.03009915,35.03009915,30.90474504,24.05276204
CMCSA,56.49703512,19.39105212,15.60096198,11.98527657
LBC,,25.55542884,25.55542884,17.97569688
SCS,34.32338803,6.90173752,6.5848484,5.29043693
AFG,,13.16888046,14.01644529,11.34724858
PNR,35.55728392,15.09874205,13.77992696,12.23116462
SHOO,36.70818745,10.61123718,10.22231473,7.9708514
LOW,30.05072906,9.00787271,7.79370184,5.91423186
TSM,65.19432593,34.88944679,36.18132987,32.28346841
AUBN,,33.88545368,33.88545368,27.2544137
SMP,29.15864394,10.46521131,8.06704906,6.06821435
YUM,50.27693407,33.91102376,24.53099875,23.11952832
EBMT,,22.35688315,19.91587652,15.50153276
ACU,36.50268851,5.91683163,4.59363462,3.8706145
VSH,24.91705408,10.7403389,8.48096451,6.14382539
NPO,32.07989764,8.70770543,2.18225761,1.94057435
OFG,,22.272218,16.92981943,12.11320143
SEE,32.02187389,14.17211079,7.72891403,6.11968024
SFBS,,45.03747981,45.03868495,35.97170334
CLX,44.20348932,18.19664112,16.71286483,13.30507093
CMCT,23.39663607,8.68826573,244.18996461,239.53178531
TT,31.45690377,12.71048081,10.49226154,8.25536632
SBNY,,39.96170427,39.96170427,29.78284374
RTN,26.6074856,16.36276392,13.6619139,11.45462024
NEE,30.28587764,20.11435106,21.93253288,21.54373928
KDP,56.12410072,23.27338129,15.23381295,11.27697842
SGB,,20.41241644,21.87762474,18.01719872
ALL,,14.11719509,13.76014101,10.95342478
STL,,42.16900942,40.43506294,31.97875082
KELYA,18.0745388,1.69542161,2.17342595,2.07819852
MIXT,65.50279043,16.51951773,16.41071871,12.3537542
SVBI,,23.61904382,23.18568519,16.72324959
PBHC,,11.6939117,11.6939117,8.03406702
HWBK,,24.59824063,27.36080805,22.11426297
PAHC,31.63906129,8.90691544,6.04670948,4.67906286
AL,,57.99462939,36.47595523,29.11001218
AZZ,22.51040236,9.81305201,8.4343474,6.64651619
GPK,17.77893216,9.24173309,5.74665996,3.35708836
AIZ,,8.6043811,5.50366746,3.79748092
ATO,35.92469933,26.29215669,23.44630986,18.34831284
FLNG,52.49124682,46.29120116,14.97789221,14.82240672
IBA,16.62691116,6.79973513,8.4626779,6.13127803
GOLF,50.92862491,10.55599733,9.82331533,7.20073131
GPRK,52.67201669,40.75753649,26.95454177,9.18371079
INTC,58.27832974,31.16514973,33.43013965,29.24755089
COG,44.86486568,40.08664955,45.34062229,34.30272646
DOX,32.72647328,14.07718712,14.00447954,11.91116704
GFF,26.00203364,6.30258477,3.34477718,2.11289135
MDT,63.77245509,23.30178353,16.5539888,17.11093941
OC,22.72346369,11.75977654,8.24022346,5.65642458
SBUX,21.93304828,15.07841443,17.22447405,13.81236163
RPM,39.77944074,9.60770373,7.58385687,5.8579933
GPI,14.48463167,3.36481989,1.88735831,1.39052032
HRTG,,9.71996111,8.03921007,5.61544589
ERIE,,15.76768118,15.7622775,12.58824698
HSY,44.91456067,21.12804605,17.28951203,14.39588934
FMX,37.78971766,9.80275108,6.36558614,3.92859972
MDLZ,38.96319777,16.33292098,13.31761249,14.96056904
DOV,36.85120096,14.69455805,11.81280974,9.49944349
RAVN,32.43928581,10.53041592,10.4655844,9.20084699
GWW,38.28138604,12.09298276,10.52585757,7.36548842
HTH,,16.49283712,16.49283712,12.37288182
TAC,27.60971453,2.51384746,8.22326374,3.4938219
FMAO,,28.44968451,28.44968451,22.95683652
TCFC,,27.07180906,26.80931162,19.55541897
RJF,94.30552117,17.38053974,17.38053974,13.0106462
FSBW,,37.82494402,24.8979917,20.06532072
CBTX,,35.84970619,36.2301673,29.47814975
RBA,45.66927594,16.68307614,14.46904266,11.30341132
EE,29.17004063,20.66058464,18.22147254,14.22388091
AVY,26.9373842,11.64057085,3.52894584,4.29414011
PPG,38.98719134,11.83810907,10.96659184,8.20678727
CAE,28.89664386,13.51999782,10.49101666,9.68674173
KLAC,54.6656213,27.0502048,23.6732241,21.56031328
SCHL,48.57808579,1.97156172,-0.62731509,-0.77667583
FUL,27.83449202,8.13967949,6.02265218,4.47525612
AMG,92.60696917,27.7651363,13.74202472,0.70048632
TRNO,49.7811711,25.2855597,33.37501503,33.16400144
NATH,39.32857184,25.24361681,16.32786822,12.27192551
ECOL,30.60995552,8.68814268,7.26452899,4.83436395
SMG,31.2591122,13.49381146,18.37329776,13.90948289
SJW,41.91713319,17.41977064,7.62957748,5.56575549
STNG,27.29780612,18.45329706,-6.88475758,-6.88475758
CTB,17.1894468,8.10366435,3.98493812,3.50287216
WM,28.37269492,17.8194759,13.62018764,10.80556454
REXR,39.92872781,17.7347,23.70837671,22.79376628
BR,26.47782962,12.1344995,12.3783619,9.88111708
AJG,73.81559715,8.11097418,8.9722278,9.58413344
SMBC,,31.37890541,31.15231306,24.97064223
REYN,,,,
SPNS,39.77013824,11.62788555,10.77795587,8.05928628
OFED,,22.67503621,22.67503621,19.07774022
WTRG,47.5451055,40.80625655,23.77519411,25.23828471
LIN,24.47569789,11.57715743,10.36913703,7.73345614
MGEE,22.76661012,19.27573811,18.74976927,15.27173005
CWCO,41.10022886,12.97414786,14.6969333,12.43562869
CSGS,45.17069452,13.13620449,10.60613357,8.30348813
TRI,13.04242109,13.04242109,16.47494765,26.86434219
KR,19.90579461,2.11226142,1.61997285,1.35665571
LLY,78.8471964,25.93920115,23.59327046,20.77958736
FMC,43.2036097,21.18313159,14.20885939,11.69681982
DCI,33.84515571,13.61014994,13.24971165,9.46510957
DE,27.60841188,13.73765302,10.22807865,8.40750943
NWSA,36.92260316,4.48573188,-0.76986245,-1.87846438
NWS,36.92260316,4.48573188,-0.76986245,-1.87846438
NTES,47.77175525,19.54919866,37.51954032,31.38851715
FBHS,34.8159456,13.02258613,9.97987718,7.49228047
CTVA,32.50089616,5.59804039,-0.09559087,-0.03584658
LMNR,5.82742814,-6.97104703,-5.94377792,-4.51834701
KLIC,46.41490607,4.10061065,6.11354457,3.34123128
ASH,29.46938776,11.14285714,5.18367347,5.26530612
STZ,51.04461305,33.13019727,1.16661608,10.06737481
